elements,delta_time_seg,amount_delta_time_seg
50000.0,6.593503,6.593503
250000.0,18.553377,25.146880000000003
500000.0,26.531804,51.678684000000004
1000000.0,55.428372,107.107056
5000000.0,493.131946,600.239002
