elements,delta_time_seg,amount_delta_time_seg
50000.0,3.359767,3.359767
250000.0,17.131264,20.491031000000003
500000.0,43.918947,64.40997800000001
1000000.0,165.398358,229.808336
5000000.0,2552.058824,2781.8671600000002
